query,date,age,gender
aniic,20210709,35-54,Female
championing_sustainable_finance,20210709,NULL,Female
championing_sustainable_finance,20210709,NULL,Female
wild_science_skincare,20210710,55+,Female
draft_sro_on_plastic_waste_management_2019_in_bangladesh,20210710,35-54,Male
sustainable_development,20210710,55+,Male
draft_sro_on_plastic_waste_management_2019_in_bangladesh,20210710,35-54,Male
jeremy_clarkson,20210710,55+,Male
smart_home_energy_efficient_products_in_the_uk,20210711,35-54,Female
vegetarian_friendly_jewlerry,20210711,35-54,Female
wwwpatreoncom,20210711,35-54,Male
sustainable_fish_list_uk,20210711,55+,Male
times_blockchain_sustainability,20210712,Under 35,Female
sustinability_centre,20210712,55+,Male
vintage_clothes_in_asda,20210712,55+,Female
bambooks,20210712,35-54,Male
recycling_empty_ventolin_inhalers_ar_boots,20210712,Under 35,NULL
tetra_pak_kitchen_worktops,20210712,55+,Male
wp_group,20210712,55+,Male
code_6_sustainable_homes,20210712,55+,Male
smartpurse_sustainable_investent,20210712,35-54,Female
blackrock_bgf_sustainable_energy_etf,20210712,55+,Male
ey_sustainability_packaing,20210712,35-54,Female
sustainable_fabrics_hemp,20210713,NULL,Female
safe_sustainable_and_productive_staffing_an_improvement_resource_for_the_district_nursing_service,20210713,Under 35,Female
giki,20210713,35-54,Female
quentin_merritt_kendal,20210713,55+,Female
ardagh_glass_burton_road_s71_5rp_map_of_area,20210713,55+,Male
portraiture_3_licence_code,20210713,55+,NULL
golf_down_jackets,20210713,55+,Male
the_peddler_whitehaven,20210713,Under 35,Male
vintage_clothing_at_asda,20210713,55+,Female
global_warming_documentary,20210713,Under 35,Female
sustainable_development_goals_pdf,20210713,35-54,Male
the_fashion_industry_is_responsible_for_20_of_wasted_water,20210713,55+,Male
sustainable_fabrics_hemp,20210713,NULL,Female
sustainable_development_goals_pdf_download,20210713,35-54,Male
peppermint_magazine,20210713,35-54,Female
daikin_condensers,20210714,35-54,Male
aspiga,20210714,55+,Female
chicka_soup_dragons_den,20210714,35-54,Female
metric_3_net_gain,20210714,35-54,Female
npa_pharmacy_selsey,20210714,35-54,Female
ethical_clothing_men_uk,20210714,NULL,Female
challenges_of_sustainable_leadership_initiatves_by_amazon,20210714,Under 35,NULL
role_of_sport_in_sustainability_uk,20210714,35-54,Female
chemicalfree_toilet_roll,20210714,55+,Female
un_sustainable_meaning,20210714,Under 35,NULL
new_look_f1_cars_2022,20210715,55+,Male
arket,20210715,55+,Female
the_role_of_urban_rural_linkage_for_sustainable_developemnt_pdf,20210715,35-54,Male
y_den_pwllheli,20210715,55+,Female
radio_1_annie_mac,20210715,35-54,Male
sustainable_gifts_uk,20210715,35-54,NULL
waitrose_farming_partnership_pdf,20210715,35-54,Male
the_role_of_urban_rural_linkage_for_sustainable_developemnt_pdf,20210715,35-54,Male
2022_f1_cars,20210715,35-54,Female
2022_f1_cars,20210715,35-54,Male
taylor_wesing_sustainability,20210715,Under 35,Female
nottingham_post,20210715,55+,Male
social_dimension_of_decision_making,20210716,Under 35,Female
fundraising_regulator_uk,20210716,55+,Female
kipling_vegan_bags_clearance_sale,20210716,55+,Female
heat_pump_systems,20210716,55+,Male
innovation_sustainability_in_challenging_healthcare_contexts_embedding_clinically_led_change_in_routine_practice,20210716,35-54,Female
formula_1,20210716,55+,Male
water_resources_east,20210716,55+,Male
2022_f1_cars,20210716,55+,Male
aspiga,20210716,55+,Male
altera_infrastructure,20210716,Under 35,NULL
new_2022_formula_1_cars,20210716,55+,Male
lighting_the_way_toward_a_sustainable_energy_future_inter_academy_council,20210717,35-54,Male
describe_characteristics_quality_uses_sustainability_limitacje_i_defects_of_pipes,20210717,35-54,Male
sustainable_ingredient,20210717,Under 35,Female
danish_skincare_rudolph_care,20210718,55+,Female
2021_carlsberg_ad,20210718,55+,Female
wwwaspigacom,20210718,55+,Male
residential_electrical_central_heating,20210718,55+,Male
suds_inline_uk,20210719,35-54,Female
topshop_sustainable_weekender,20210719,55+,Female
vinyl_green_parquet_flooring,20210719,35-54,Female
free_access_scientific_articles_safety_of_food,20210719,Under 35,Female
5_sustainability_trend,20210719,Under 35,Female
the_role_of_women_in_sustainability,20210719,Under 35,Female
sustainability_words,20210719,Under 35,Female
5_sustainability_trend,20210719,Under 35,Female
zara_produces_12000_styles_a_year,20210719,Under 35,Female
finding_an_academic_space_reflexivity_among_sustainity,20210719,35-54,Female
scrummi_towels,20210719,55+,Female
sustainability,20210719,Under 35,Female
topshop_sustainable_weekender,20210719,55+,Female
tracey_woodward,20210719,55+,Male
tokio_cardboard_beds,20210720,55+,Male
travel_latest,20210720,55+,Female
olympics_beds,20210720,35-54,Male
how_can_company_ensure_its_suppliers_adhere_to_ethical_issues_uk,20210720,35-54,Female
nurses_pay_rise,20210720,55+,Female
albaray,20210720,35-54,Male
thought,20210720,55+,NULL
timber_merchants_carmarthenshire,20210721,55+,Male
anti_sex_beds,20210721,55+,Female
kate_malcolm_wild_thyme_eatery,20210721,55+,Male
albaray_clothing,20210721,35-54,Female
cambridge_city_llfa,20210721,55+,Male
aniic,20210721,35-54,Female
bore_place,20210721,55+,Male
general_sustainable_indicator,20210721,35-54,Female
breeam,20210721,35-54,Male
tokyo_olympics_village_beds_made_of_cardboard,20210722,55+,Female
stakeholder_mapping_tourism_tenerife,20210722,Under 35,NULL
albaray,20210722,35-54,Female
alternative_to_gas_central_heating,20210722,55+,Male
seed_madagascar,20210722,Under 35,Male
ren21,20210722,Under 35,Female
carmarthen_timber_merchants,20210723,35-54,Male
boots_scan_to_recycle,20210723,55+,Female
footprinter,20210723,55+,Male
deducosustainabledrainage,20210723,35-54,Female
haus_timber_frame_houses,20210723,55+,Male
waste_management_using_willow,20210723,55+,Male
kylie_minoguevintage_erotica_forums,20210723,55+,Male
where_is_nc_nean_distillery_located,20210724,55+,Female
transformation_process_of_implementation_of_waste_treatment_facilities_towards_sustainable_integrated_municipal_solid_waste_management_imswm_in_global_south,20210724,35-54,Male
uk_agriculure_policy_2021soil_standard_requirements,20210724,55+,Male
kylie_minogue_vintage_erotica_forums,20210724,55+,Male
dows_sustainability_drive_with_lpga_and_let,20210724,55+,Male
what_is_causing_the_current_spike_in_container_freight_rates,20210724,55+,Male
lake_district_meat,20210725,55+,Female
how_to_make_a_house_more_sustainable,20210725,35-54,Female
hodson_m_evans_j_schliwa_g_2018_putting_urban_experiments_into_context_integrating_urban_living_labs_and_cityregional_priorities_in_s_marvin_h_bulkeley_l_mai_k_mckormick_y_voytenko_palgam_eds_urban_living_labs_experimenting_with_city_futures_pp_3751_london_routledge,20210725,35-54,Male
bernies_ride_on_bus,20210725,Under 35,Female
rock_rootinator,20210725,55+,Male
decarbonising_aviation_fuel_government_grant,20210726,NULL,Female
phd_darlington,20210726,35-54,NULL
difference_between_green_social_and_sustainable_bonds,20210726,55+,Male
principles_of_sustainable_waste_management,20210726,35-54,Female
disscuss_the_business_case_for_sustainnbile_property,20210726,35-54,Male
low_impact_living,20210726,35-54,Female
fca_letter_asset_managers_esg,20210726,35-54,Female
waste_management_waste_treatment_sustainable_integrated_municipal_waste_management_by_scopus_journal,20210727,35-54,Male
enels,20210727,55+,Male
light_absorbent_non_reflective_materials_list,20210727,55+,Male
global_emissions_by_country,20210727,55+,NULL
ruangruppa_sustainable,20210727,35-54,Female
potterland_farm_lake_district_smoked_lamb,20210727,55+,Male
asda_groceries,20210727,55+,Male
albaray_gingham_dresses,20210727,55+,Female
sustanability_in_terms_of_managing_resources_in_adult_social_care,20210728,35-54,Female
sustainbility_annd_theories,20210728,55+,Male
bp_carbon_zero_group_news,20210728,35-54,Male
waste_management_waste_treatment_sustainable_integrated_municipal_waste_management_by_scopus_journal,20210728,35-54,Male
enel,20210728,55+,Male
un_sustainable_development_goal15_wildlife,20210728,55+,Male
sustanability_in_terms_of_managing_resources_in_adult_social_care,20210728,35-54,Female
albaray_clothing,20210729,35-54,Female
one_brighton,20210729,55+,Female
most_efficient_electric_heaters,20210729,35-54,Male
blog_about_sustainabl_aviation_fuel,20210729,35-54,Female
arket_clothing,20210729,55+,NULL
albaray_clothing,20210729,55+,Female
big_uk_house_builders_new_builds_how_green_are_they,20210729,55+,Male
ardagh_port_allegany,20210730,35-54,Male
alcantara,20210730,35-54,Female
agriprotien,20210730,35-54,Male
chalk_stream_trout_farm,20210730,55+,Male
chanelbeautypackagingandgreenissues,20210730,35-54,Female
ikea_greenwich,20210730,55+,Female
panana_home_and_garden,20210730,55+,Male
polysulphate_fertiliser,20210730,55+,Male
cedo_telford,20210730,55+,NULL
thomson_reuters_sfdr,20210730,Under 35,Male
local_authority_sustainability_jobs,20210731,35-54,Male
abdeen_mustafa_omer_publishers_2021,20210731,55+,Male
when_are_mcdonakds_going_to_do_decent_toys_again,20210731,35-54,Female
nickel_in_car_batteries,20210731,55+,Male
certified_sustainable_seafood,20210731,55+,Male
sustainable_sand_sources,20210801,NULL,Male
how_do_electronic_h_g_v_downhill_retarders_work,20210801,55+,Male
lewisham_and_greenwich_nhs_trust_sustainable_growth_plan_2020,20210801,35-54,Male
sustainable_sand_supplier_in_london,20210801,NULL,Male
lewisham_and_greenwich_nhs_trust_sustainable_growth_plan,20210801,35-54,Male
lavender_and_elderflower_cake_uk_recipes,20210801,NULL,Female
barn_of_monkeys,20210802,55+,Female
source_sustainable_fish,20210802,35-54,Female
community_clothing_company,20210802,55+,NULL
jamie_plotnek,20210802,35-54,Male
f1_new,20210802,55+,Female
sustainable_buildings,20210802,55+,Male
asda,20210802,35-54,Female
table_b6_infiltration_assessment_checklist,20210802,55+,Male
boots_scan_to_recycle,20210802,35-54,Male
sawmill_duns,20210802,55+,Male
low_impact_low_cost_living,20210802,35-54,Female
accoya_doors,20210802,55+,Male
leeds_1_in_100_year_rainstormvent,20210802,35-54,Male
polestar_manufactring_emissions,20210802,55+,Female
jlr_wins_queens_award_for_sustainability,20210802,35-54,Female
aspigo,20210803,55+,Female
possible_congestion_charge_changes,20210803,55+,Female
simec_atlantis,20210803,55+,Female
paleys_farm_staplehurst,20210803,55+,Female
snugsbaby,20210803,55+,Male
026233741x,20210803,Under 35,Female
nosh_instagram,20210803,35-54,Female
energy_environment_and_sustainable_development,20210803,Under 35,Male
andrew_cowley,20210804,55+,Female
wild_science,20210804,55+,Female
steff_wright_gusto,20210804,55+,Male
solar_frost,20210804,55+,Male
sustainable_organic_home_wear,20210804,35-54,Female
sustainable_organic_home_wear,20210804,35-54,Female
enel_group,20210804,35-54,Female
suni_harford_sustainability,20210804,35-54,Female
olympians_from_somerset_county,20210804,55+,Male
cheep_wood_coffins,20210805,35-54,Male
differences_and_similarities_between_circular_economy_sustinable_development_and_corporate_responsability,20210805,Under 35,NULL
the_camphor_tree,20210805,55+,Male
blackrock,20210805,55+,Male
software_based_tool_path_evalution_for_environmental_sustainbility,20210805,Under 35,Male
differences_and_similarities_between_circular_economy_sustinable_development_and_corporate_responsability,20210805,Under 35,NULL
best_place_to_buy_dressed_crab,20210805,55+,Male
concordia_maritime_ab,20210805,Under 35,Female
lake_district_farmers,20210806,55+,Male
nick_mcaleer_r_d_e,20210806,55+,Female
gothenburg_sustainability,20210806,55+,Female
who_is_the_most_ecofriendly_bread_in_uk,20210806,55+,Female
kent_county_council_water_for_sustainable_growth,20210806,55+,Male
sustainble_beauty_awards,20210806,35-54,Female
motofest_coventry,20210807,35-54,Male
macnean_whisky,20210807,55+,Female
tesla_develops_new_sustainable,20210807,55+,Female
pedlars_whitehaven,20210807,55+,Male
tesla_develops_new_sustainable,20210807,55+,Female
bamboo_bedding,20210808,55+,Male
edgebaston_water_fountains,20210808,35-54,Male
tree_furniture,20210808,55+,Male
derwent_forest_masterplan,20210808,35-54,Female
community_land_use,20210808,55+,Male
the_peddler_whitehaven,20210808,55+,Male
sustanable_fish_uk,20210809,55+,Female
importance_sustainability_in_business,20210809,Under 35,NULL
appeal_allowed_despite_severe_impact,20210809,35-54,Male
thought_clothing_catalogue,20210809,55+,Female
what_times_are_the_congestion_charge_in_london,20210809,55+,Male
heat_pumps_for_homes,20210809,55+,Female
rwe,20210809,35-54,Female
sustainable_construction_statement_pdf,20210809,35-54,Male
bamboo_clothing,20210810,55+,Female
how_the_hydrogen_olympic_torch_works,20210810,55+,Male
the_peddler_whitehaven,20210810,55+,Male
recycling_toiletries_at_boots_stores,20210810,55+,Female
ground_source_heat_pumps,20210810,55+,Male
take_back_the_city_coalition_belfast_mackie,20210810,35-54,Female
wartsila,20210810,55+,Male
bambinista,20210810,Under 35,Female
what_is_a_domestic_heat_pump,20210810,55+,Male
house_heating_by_electricity_systems,20210810,55+,Male
jeroen_wats,20210810,55+,Female
deloitte_guide_to_esg,20210811,35-54,Male
sainsburys_bed_linen_range,20210811,55+,Male
heat_pumps,20210811,55+,Male
reco_shop,20210811,35-54,Female
ecological_heating_systems_uk,20210811,55+,Male
triple_lock_latest,20210811,55+,Male
exec,20210811,55+,Male
daikin_16_kwh_air_source_heat_pump,20210811,35-54,Male
systainable,20210811,55+,Female
municipal_solid_waste_to_composting_plant_in_bangladesh,20210811,35-54,Male
herring_in_dill_viagra_at_tesco,20210811,55+,Male
abbey_timber,20210812,35-54,Male
measuring_sustainability_performance_of_digital_supply_chains_in_the_era_of_industry_40,20210812,35-54,Male
measuring_sustainability_performance_of_digital_supply_chains_in_the_era_of_industry_40,20210812,35-54,Male
smooth_hound_shark,20210812,55+,Male
deli_truck_westerham,20210812,NULL,Male
lucy_muigai_njoroge,20210812,55+,Male
is_legislation_a_challenge_to_the_construction_industry_achieving_net_zero_buildings,20210812,35-54,Female
coffeecompanies_careersberkshir3,20210812,35-54,Female
ecosmart,20210812,55+,Male
smarter_cambridge_transpor,20210813,Under 35,Male
c_pahlwostl_et_al_current_opinion_environmental_sustainability_5708714_2013,20210813,35-54,Female
spectacles_recycling,20210813,55+,Male
vining_pea_companies_in_yorkshire,20210813,35-54,Male
what_is_a_sustainable_income_percentage_to_take_from_my_investments,20210813,55+,Male
sustainable_fabric_uk,20210814,35-54,Female
where_are_hobbs_clothes_made,20210814,55+,Female
cp_prawn_damping,20210814,35-54,Female
what_is_a_heat_pump_and_how_does_it_work,20210814,55+,Male
what_is_heat_pump_heating,20210815,55+,Male
heat_pumps_for_homes,20210815,55+,Male
wild_science_lab,20210815,35-54,Female
dd_fusion,20210815,55+,Male
community_clothing_uk,20210815,55+,NULL
integrating_sustainability_risks_in_asset_management_the_role_of_esg_exposures_and_esg_ratings,20210815,Under 35,Male
heat_pumps_explained,20210815,35-54,Male
youtube_guide_to_sustainable_investors,20210816,35-54,Female
is_sustainable_palm_oil_healthy,20210816,35-54,Male
rcn_ann_casey,20210816,35-54,Female
sustainability_independent_film,20210816,35-54,NULL
youtube_guide_to_sustainable_investors,20210816,35-54,Female
is_sustainable_palm_oil_healthy,20210816,35-54,Male
is_sustainable_palm_oil_healthy,20210816,35-54,Male
recyclable_food_containers,20210816,35-54,Female
boosting_global_tourism_after_covid,20210816,55+,Female
is_sustainable_palm_oil_healthy,20210816,35-54,Male
sustainability_independent_film,20210816,35-54,NULL
fal_fish,20210816,35-54,Female
leverage_points_for_sustainability_transformation,20210816,35-54,Female
energy_sustainability,20210817,55+,Male
uk_agriculture_grant_schemes_2021,20210817,35-54,Male
environmentally_sustainable_dermatology,20210817,35-54,Female
central_heating_systems,20210817,55+,Male
brexit,20210817,55+,Male
recycled_clothing_brands_selfridges_london,20210817,55+,Female
daikin_heat_pump_price,20210817,NULL,Male
ferrero_rocher_chocolate_uk,20210817,Under 35,Female
community_clothing_patrick_grant,20210817,55+,Female
fair_trade_furniture,20210817,35-54,Female
ceequal,20210818,35-54,Female
edie,20210818,55+,Female
ethically_sourced_meat_at_sainsburys,20210818,35-54,Male
better_energy,20210818,55+,Male
markel_corporation_gsg_emissions,20210819,35-54,Female
corporate_governance_conference_guernsey,20210820,55+,Male
community_clothing,20210820,55+,NULL
thought,20210820,35-54,Female
air_heat_pumps_do_they_work,20210820,35-54,Female
we_are_orchard_limited,20210820,35-54,Female
shortage_of_joiners,20210820,35-54,Male
social_media_famous_cornwall_beaches,20210820,35-54,Female
fanny_smelling_candles_made_by,20210820,35-54,Male
air_source_heat_pump_installer_devon,20210820,35-54,Female
community_clothing,20210821,35-54,Female
little_house_on_the_prairie_and_the_rural_ideal,20210821,55+,Male
how_do_heat_pumps_work,20210821,55+,Male
what_is_a_heat_pump,20210821,35-54,Male
green_economy_and_sustainable_development,20210821,55+,Female
air_source_heat_pump_prices,20210821,55+,Male
ethy,20210821,Under 35,Male
community_clothing_blackburn,20210821,55+,Male
sustainable_aspigacom,20210821,NULL,Female
is_monki_sustainable,20210822,55+,Female
low_prices_natural_coffins,20210822,55+,Female
how_does_a_heat_pump_work,20210822,55+,Male
what_is_a_heat_pump_and_how_does_it_work,20210822,55+,Male
global_education_in_europe_policy_practice_and_theoretical_challenges_2013_germany_waxmann_verlag_gmbh,20210822,35-54,Female
eden_rose_uk,20210822,55+,Female
green_shop,20210822,55+,Female
ubs_global_wealth_management_made_sustainable_investment_the_preffered_solution_for_private_clients_investing_globally,20210823,Under 35,Male
chateau_briand_beef,20210823,55+,Male
area_that_produces_a_form_of_sustainable_energy,20210823,55+,Female
knowles_t_diamantis_d_and_elmourhabi_j_2004_the_globalization_of_tourism_and_hospitality_a_strategic_perspective_london_thomson,20210823,35-54,Male
how_easy_is_it_to_install_a_ground_source_heat_pump,20210823,55+,Male
dont_get_stuff_for_christmas,20210823,35-54,Male
sustainability_funds_doubled_in_2020_and_are_set_to_double_in_asia_again,20210823,Under 35,Male
hsbc_sustainable_investing,20210823,Under 35,Male
sustainably_sourced_natural_sponges_uk_online,20210824,55+,Female
albaray_clothing,20210824,55+,Female
where_are_the_buildings_from_in_the_bclm,20210824,55+,Male
sustainability_funds_doubled_in_2020_and_are_set_to_double_in_asia_again,20210824,Under 35,Male
global_sustainability_certification,20210824,35-54,Male
sustainable_swimwear,20210824,55+,Female
climate_influencers,20210824,Under 35,Female
defra_mtric_3,20210824,35-54,Male
steve_bunker_banbury,20210824,55+,Male
argagh,20210824,35-54,NULL
jocelyn_whipple,20210824,55+,NULL
critisism_of_mcdonalds_scale_for_good,20210824,Under 35,Female
grand_design_eco_building_examples,20210825,55+,Female
amour_vert,20210825,55+,Female
what_is_the_difference_between_eco2_fibre_and_arelle_and_softflex_fibre,20210825,55+,Male
donut_economic_model_sustainability,20210825,35-54,Female
vt_gravis_infrastructure,20210825,35-54,Male
knights_park,20210826,35-54,Female
albaray,20210826,55+,Male
draught_horse_breeds,20210826,55+,Female
natural_building_technologies,20210826,55+,Female
palm_oil_fronds_best_for_biomass,20210826,35-54,Male
climate_change_debunked,20210826,55+,Male
boots_scan_to_recycle,20210826,35-54,Female
albaray,20210826,35-54,Female
draught_horses_breeds,20210826,55+,Female
smidge,20210826,55+,Female
ecocert,20210826,35-54,Female
dfs_gtoupsusyainability,20210826,35-54,Male
database_for_corporate_sustainable_bonds,20210827,55+,Male
environmentally_friendly_eye_glasses_uk,20210827,35-54,Female
cagamas_issued_sukuk,20210827,35-54,Female
is_bank_lending_the_right_metric_to_determine_esg_commitments,20210827,35-54,Female
energy_saving_facts_and_figures,20210827,55+,Female
is_bank_lending_the_right_metric_to_determine_esg_commitments,20210827,35-54,Female
eon_air_source_heat_pumps,20210828,55+,Male
geospatial_approach_to_waste_management,20210828,35-54,Male
areaussie_products_cruelty_free_and_planet_sustainable,20210828,55+,Female
food_works_sheffield,20210828,55+,NULL
areaussie_products_cruelty_free_and_planet_sustainable,20210828,55+,Female
geospatial_approach_to_waste_management,20210828,35-54,Male
sustainable_fashion_party_dress,20210828,35-54,Female
congestion_charge_zone_proposed_changes,20210829,NULL,Female
do_landlords_have_to_install_heat_pumps_in_their_properties_before_2028,20210829,55+,Female
wild_bee_hives,20210829,55+,Female
how_does_a_heat_pump_boiler_work,20210829,55+,Female
curriculum_development_fpr_maritime_education,20210829,55+,Male
heating_heat_pump_retail,20210829,55+,Male
nibe,20210829,55+,Male
impney_estate_droitwich,20210829,35-54,Male
analytical_framework_for_evaluating_water_management,20210829,35-54,Female
recycled_thick_teal_glass,20210829,55+,Female
central_heating_systems,20210830,55+,Female
cargill_basf,20210830,NULL,Female
vanguard_funds_sustainable_growth,20210830,35-54,Male
finneir_sustainable_cornwall,20210830,35-54,NULL
are_heat_pumps_any_good,20210830,55+,Male
1st_ever_sustainability_bond_issuance,20210830,55+,Male
asda_uniform_more_available,20210830,35-54,Female
n_clean_whisky_shop,20210830,55+,Male
community_clothing,20210830,35-54,NULL
n_clean_whisky_shop,20210830,55+,Male
sustainable_houses_uk,20210830,35-54,NULL
components_of_ustainable_design,20210830,NULL,Male
bluebrontide,20210830,35-54,Female
sustainability_committee,20210831,35-54,Female
sustainable_floristy_network,20210831,35-54,Female
venues_with_a_strong_sustainabilty_angel,20210831,35-54,Female
fishguard_school_building_contractors,20210831,35-54,Female
fish_restaurant_clifton_bristol,20210831,35-54,NULL
cduk,20210831,55+,Female
the_crystal_london,20210901,35-54,Female
sustainable_leather_bags_uk,20210901,35-54,Female
esg_v_environmental_sustainability,20210901,35-54,Male
daikin_heat_pump_stockist,20210901,NULL,Male
are_biofuels_sustainable,20210901,55+,Female
wwwsuuscocom,20210901,55+,Male
eco_friendly_lodges,20210901,35-54,Male
one_planet_living,20210901,55+,Male
wwwardaghgroupcom,20210901,35-54,Female
asda_vans,20210901,35-54,Male
altraise,20210901,35-54,Male
ethical_running_clothes,20210901,35-54,Male
is_pm_morrison_of_australia_trying_to_bankrupt_map_of_australia,20210901,55+,Male
alternatives_to_oil_heating_in_a_no_gas_area,20210902,55+,Female
enel_net_fixed_cost,20210902,Under 35,NULL
tpi_partnering_for_sustainable_development,20210902,35-54,Female
fondazione_porticus,20210902,55+,Male
why_is_it_beneficial_for_a_client_to_learn_how_to_challenge_their_polarised_thinking,20210902,55+,Male
enviro_pack,20210902,Under 35,Female
sea_fish_species_can_u_eat,20210902,NULL,Male
quadruple_helix_model_for_sustainable_solid_waste_management,20210902,35-54,Male
ikea_greenwich,20210902,55+,Female
hoooked_yarns,20210903,55+,Female
crunch_concept_with_deadlines,20210903,35-54,Male
advancing_the_achievement_of_sustainable_development,20210903,Under 35,Female
auto_jumble_sales,20210903,55+,Male
heat_pumps_for_homes,20210903,55+,Male
sustainability_transitions_in_municipal_waste_management_system_in_global_south,20210903,35-54,Male
markard_j_raven_r_tru_er_b_sustainability_transitions_an_emerging_field_of_research_and_its_prospects_res_policy_2012_41_955967_crossref,20210903,35-54,Male
where_to_buy_a_central_heating_manifold_uk,20210903,55+,Female
liontrust_esg_trust_fund_performance,20210903,55+,Male
town_meal_forbury,20210903,35-54,NULL
uk_india_support_package,20210903,35-54,Female
best_restaurants_london_with_vegan_options,20210903,35-54,Female
heat_pumps_prices,20210904,55+,Male
can_a_person_be_self_sustinable,20210904,Under 35,NULL
hj,20210904,35-54,Female
periwinkle_caymna,20210904,35-54,Male
nc_neon_whsky,20210905,55+,Male
water_bath_beef_roast,20210905,35-54,NULL
autojumble,20210905,NULL,Male
hummingbird_spirit_fpso,20210906,35-54,Male
weight_of_glass_and_sparkling_wine_pressure,20210906,35-54,Male
allbird_trainer_reviews,20210906,35-54,Female
sustainable_agriculture_in_sugar_cane,20210906,55+,Male
paleys_farm,20210906,55+,Female
attempre,20210906,Under 35,Female
foraging_for_wild_food_north_yorkshire,20210907,35-54,Female
sustainable_aviation_fuel_consultation,20210907,NULL,Female
where_does_net_zero_innovation_start,20210907,35-54,Female
sustainable_aviation_fuel_consultation,20210907,NULL,Female
best_hashtag_for_sustainability,20210907,55+,Female
global_issus_how_affecting_brewery,20210907,35-54,Male
reclaimed_wood_for_woodturning,20210908,55+,Male
nhs_sustainability,20210908,35-54,Female
wwwindiojamm,20210908,55+,Male
uk_environmental_sustainability_teach_me_how_to,20210908,55+,Female
chelmsford_sustainability_uk,20210908,55+,Female
eco_rebel,20210909,35-54,Female
alternatives_to_gas_central_heating,20210909,55+,Male
montana_brown_nhs_volunteer,20210909,35-54,Female
lantil_and_lather,20210909,55+,Female
unesco_environment,20210909,55+,Male
stephen_evans_associates,20210909,35-54,Female
biodegradable_eco_coffin,20210909,35-54,Female
universal_credit_council_motions,20210909,35-54,NULL
credit_suisse_head_of_environment,20210909,35-54,NULL
phases_of_an_s4_transformation,20210909,NULL,Male
uk_us_travel,20210909,35-54,Male
chucka_labour_politician,20210909,Under 35,Male
network_for_innovation_and_sustainability_in_agriculture_and_tourism_phase2_application,20210910,35-54,Male
red_composite_decking_uk_36m,20210910,55+,Male
electric_boilers_for_home_heating,20210910,55+,Male
tea_plantation_in_kenya,20210910,55+,Male
duynie,20210910,35-54,Male
sustainable_knitwear_for_women,20210910,55+,Female
to_what_extent_are_low_taffic_neighborhoods_a_step_towards_sustainable_neighborhoods_in_our_cities,20210910,55+,Male
great_grimsby_ice_factory,20210910,55+,Male
grants_for_heat_source_pumps,20210910,35-54,Female
garden_plastic_worktop,20210910,55+,Male
fashion_business_environment,20210911,Under 35,NULL
phd_thesis_on_sustainable_transition_of_solid_waste_management_system,20210911,35-54,Male
canal_boat_for_sale_regents_park,20210911,55+,Female
alternative_to_salmon_for_kids,20210912,35-54,Male
phd_proposals_for_sustainable_supply_chain_management,20210912,Under 35,Male
toilet_rolls,20210912,55+,Male
phd_proposals_for_sustainable_supply_chain_management,20210912,Under 35,Male
crypto_price,20210912,35-54,Female
sustainbility,20210912,Under 35,Female
entomofarms_in_canada,20210912,35-54,Male
phd_proposals_for_sustainable_supply_chain_management,20210912,Under 35,Male
what_is_sustainable_business,20210912,55+,Female
sympatex_is_sustainable_development,20210912,35-54,Female
eco_friendly_smokelss_fuel,20210913,55+,Female
asda_packaging_free,20210913,55+,Male
local_authority_waste_consultancy,20210913,35-54,Female
use_less,20210913,35-54,NULL
funds_for_ma_in_global_governance_and_sustable_development,20210913,35-54,Male
twill_vs_denim_which_process_uses_less_water,20210913,35-54,Female
altera_voyager,20210914,35-54,Male
eds_veg_organic_market_garden,20210914,55+,Male
what_can_we_do_to_bring_about_climate_justice_in_the_uk,20210914,55+,Female
what_is_the_cost_of_a_heat_pump_system_cost,20210914,55+,Male
best_practice_sustainability_in_sport,20210914,35-54,Female
conducta_mixmag,20210914,Under 35,Female
funds_for_ma_in_global_governance_and_sustainable_development_in_england,20210914,35-54,Male
changes_to_conjestion_charge_london,20210914,55+,Female
best_insect_cat_food,20210914,55+,Female
biosphere_barcelona_standard_for_commitment_to_sustainable_tourism,20210915,55+,Male
oxfam_vintage_womens_coats_online,20210915,55+,Female
biosphere_barcelona_standard_for_commitment_to_sustainable_tourism,20210915,55+,Male
how_is_frankfurt_sustainable,20210915,35-54,Male
scrummispa,20210915,Under 35,Female
iema,20210915,55+,Male
bicester_green_recycling,20210915,55+,Female
how_is_frankfurt_sustainable,20210915,35-54,Male
birdsong_sustiainable_brand,20210915,35-54,Female
how_is_frankfurt_sustainable,20210915,35-54,Male
chawton_housing_development,20210915,35-54,Male
robertson_construction,20210916,35-54,Male
community_clothing_company,20210916,55+,NULL
international_sustainability_standards_board_issb,20210916,55+,Male
redheads_wines,20210916,55+,Male
cambodia_recycled_bags_purses_,20210916,55+,Male
is_new_zealand_wool_best_in_the_world,20210916,35-54,Male
alternatives_to_gas_central_heating,20210916,55+,Male
deloitte_esg_report,20210916,Under 35,Male
wwwangkorrecycledorg,20210916,55+,Male
report_in_the_progress_in_the_strategy_for_survival_project_of_the_club_of_romepdf,20210916,55+,Male
1st_100_recyclable_football_jersey,20210916,Under 35,Male
infrared_heating_installers_in_north_tyneside,20210916,55+,Male
commuting_census_subdivisions_by_mode_of_transport_stats_can,20210916,55+,Male
uk_food_brands_emphasizing_sustainability,20210916,55+,Male
holly_willoughby,20210916,35-54,Female
